GameID,Title,DetailedDescription,SupportedLanguages,ReleaseDate,BackgroundImage,PosterImage,Trailer,PurchaseLink,PriceInitial,PriceFinal,EmbeddingVectors,SteamRecommendationCount,PlatformWindows,PlatformLinux,PlatformMac
513,Crazy Machines,Turn the crank rotate the gears push the levers Use the catapult explode it or fly it...From grilling sausages with a pulley gears rubberbands and a candle to firing a cannon with a basketball these wacky brain-teasers will light up your imagination with creative and addictive fun.                    Key Features:70+ Elements                    Addictive Fun!                    200+ Challenges                    Design your own Puzzles with the Building Editor                    Multiple Solutions!                    3D Graphics & Real Time Shadows,English,Dec 12 2008,http://cdn.akamai.steamstatic.com/steam/apps/18420/page_bg_generated_v6b.jpg?t=1447351615,http://cdn.akamai.steamstatic.com/steam/apps/18420/header.jpg?t=1447351615,, ,9.99,6.69,0,0,1,0,0
514,Crazy Machines 1.5,Create Your Own Zany Rube Goldberg Devices! Go crazy with over 200 brand new gizmo-twistin levels! Enjoy all-new elements music backgrounds and more. Start off in the Inventors Training Camp to sharpen your skills.                    Get ready for explosive action and building fun using 100 awesome & wacky parts  including bottle rockets cannons bombs and robots.                    The Ultimate Brain-Teazing Puzzle Game! Continuing the fun but not including puzzles from Crazy Machines: The Wacky Contraptions Game.                    Key Features:All-new levels!                    Brand new elements                    Fun for the whole family,English,Dec 12 2008,http://cdn.akamai.steamstatic.com/steam/apps/18430/page_bg_generated_v6b.jpg?t=1447351615,http://cdn.akamai.steamstatic.com/steam/apps/18430/header.jpg?t=1447351615,, ,9.99,9.99,0,0,1,0,0
515,Crazy Machines 1.5,Create Your Own Zany Rube Goldberg Devices! Go crazy with over 200 brand new gizmo-twistin levels! Enjoy all-new elements music backgrounds and more. Start off in the Inventors Training Camp to sharpen your skills.                    Get ready for explosive action and building fun using 100 awesome & wacky parts  including bottle rockets cannons bombs and robots.                    The Ultimate Brain-Teazing Puzzle Game! Continuing the fun but not including puzzles from Crazy Machines: The Wacky Contraptions Game.                    Key Features:All-new levels!                    Brand new elements                    Fun for the whole family,English,Dec 12 2008,http://cdn.akamai.steamstatic.com/steam/apps/18430/page_bg_generated_v6b.jpg?t=1447351615,http://cdn.akamai.steamstatic.com/steam/apps/18430/header.jpg?t=1447351615,, ,9.99,9.99,0,0,1,0,0
516,Crazy Machines 1.5,Create Your Own Zany Rube Goldberg Devices! Go crazy with over 200 brand new gizmo-twistin levels! Enjoy all-new elements music backgrounds and more. Start off in the Inventors Training Camp to sharpen your skills.                    Get ready for explosive action and building fun using 100 awesome & wacky parts  including bottle rockets cannons bombs and robots.                    The Ultimate Brain-Teazing Puzzle Game! Continuing the fun but not including puzzles from Crazy Machines: The Wacky Contraptions Game.                    Key Features:All-new levels!                    Brand new elements                    Fun for the whole family,English,Dec 12 2008,http://cdn.akamai.steamstatic.com/steam/apps/18430/page_bg_generated_v6b.jpg?t=1447351615,http://cdn.akamai.steamstatic.com/steam/apps/18430/header.jpg?t=1447351615,, ,9.99,9.99,0,0,1,0,0
517,Helldorado,1883 SANTA FE. Peace in this town has been shattered by a shocking kidnapping. Gather your men and ride on a series of challenging missions to stop treacherous marauding outlaws in this story of vile blackmail and revenge. Capture a train load of loot dodge through saloon fights a jail-break and shoot-outs!  The stage is set for this Wild West Adventure. Will you live to tell the tale?                    Wild West: Experience truly authentic Wild West locations on the PC from a stormy rain robbery to bloody sunsets and beautiful old New Orleans and more                    Smart Enemies: 60 different enemies with tactical behavior driven by an advanced AI system                    Multi-character game play: Play as six different characters each with different specialist skills abilities and weaponry                    Movie Mode: Record your heroic deeds!                    Historical Weapons and Equipment: 6-shooter pistol shotguns rifle bow and arrow derringer knifes tomahawks and other weapons found in an 1880s arsenal                    Technology: Switch between tactical view and actions view seamlessly Bloom and HDR rendering PhysXageia technology,English French German Spanish,Apr 30 2009,http://cdn.akamai.steamstatic.com/steam/apps/18470/page_bg_generated_v6b.jpg?t=1447351818,http://cdn.akamai.steamstatic.com/steam/apps/18470/header.jpg?t=1447351818,, ,9.99,9.99,0,0,1,0,0
518,Mata Hari,TRUST NO ONE BUT YOURSELF as you adventure into the dark world of espionage amidst the volatile atmosphere of impending war. As a double agent you must find clever ways to pit enemy factions against each other while eluding pursuers in each of your increasingly dangerous missions. As a femme fatale your notorious charm can entice any man. Yet will the one man who holds the key to your heart ever be yours?FeaturesBased on the true events leading to World War IBreak code tap phones use your ingenuity and the eras latest gadgets!Risk it all as you take on dangerous missions8 challenging mini-games in 4 thrilling chaptersA variety of endings based on the choices you make in the game,English German Italian French,Jul 29 2009,http://cdn.akamai.steamstatic.com/steam/apps/18480/page_bg_generated_v6b.jpg?t=1447352353,http://cdn.akamai.steamstatic.com/steam/apps/18480/header.jpg?t=1447352353,, ,9.99,9.99,0,0,1,0,0
519,Defense Grid: The Awakening,Steam Big PictureAbout the GameDefense Grid: The Awakening is a unique spin on tower defense gameplay that will appeal to players of all skill levels.  A horde of enemies is invading and its up to the player to stop them by strategically building fortification towers around their base.  Beautiful environments spectacular effects and a dynamic engaging soundtrack bring the world to life.  The controls are intuitive and the gameplay is deep -- the special attacks and properties of each tower work together to provide many ways to succeed.                    High Replayability There are approximately 8 hours of gameplay in the main storyline and many hours of play in challenge modes that give players unique starting conditions and objectives.  Each game level is very replayable and can be solved in many different ways with increasing rewards for improved efficiency.                     Wide Variety of Enemies Over the course of the game players battle 15 different enemy types that become increasingly stronger and employ a variety of strategies in an attempt to bypass the players defenses.  As the levels progress the enemies become tougher and more difficult to defeat.                    20 Unique Levels  Defense Grid: The Awakening has 20 unique environments each with a different placement of roads tower build locations and open areas to plan a strategy around.                     Numerous Tower Options and Upgrades There are 10 different tower types with 3 levels of capability each.  Each tower has unique trade offs that affect ideal placement such as line-of-sight attack or ballistic trajectory fire.  Some towers improve other nearby towers and some are ideal at specific locations such as a rear guard tower that unleashes a devastating attack.                      Steam Achievements Successfully completing each level provides a bronze achievement award. Additional goals provide silver and gold awards for a particular level. A novice player may be able to survive the onslaught but only an experienced player will be able to get all of the gold achievements.                    Defense Grid: Resurgence Map PackNew Maps New Strategies New Experiences and New Achievements From the Creators of Defense GridDefense Grid: Resurgence is the first premium expansion for Defense Grid: The Awakening and is made up of 8 new highly polished and balanced maps from the original creators.  Each week in June over four consecutive weeks a new pair of maps will be released providing new environments and strategic experiences and requiring new ways of thinking to beat back the aliens and protect your cores.  Each map pack contains 2 maps each with a campaign mode and 4 additional modes associated with the design of that level.  New Steam achievements and high-score leaderboards are associated with each map pack.Defense Grid: Resurgence Map Pack 1Service Interruption and Height of ConfusionTwo new challenging Defense Grid environments are the first two released in the Resurgence DLC.  An obstructed road to the core housing gives the aliens a significant advantage in Service Interruption.  Choose your towers wisely!  Height of Confusion has a wide open surface making for endless possibilities!  Build anywhere you want in your defense of the power cores!Defense Grid: Resurgence Map Pack 2Risk Exposure and RoundaboutDont miss out on the next two maps in the Resurgence series.  Risk Exposure will allow you to discover your ability to defend two independent power core housings!  Limited build spaces will test your skills as you divide your resources to discover optimal tower placement.  On Roundabout you will be faced with numerous possibilities for pathing and a variety of elevation changes.  This one will have you going in circles to contain the alien menace!Defense Grid: Resurgence Map Pack 3Urban Planning and Tactical DiversionIts the third of four great map packs in the Resurgence series.  Urban Planning is a dense environment with restrictive build spaces forcing difficult decisions against continuously attacking hordes.  In Tactical Diversion survey the small snow covered platform and consider numerous possibilities.  But be prepared for the aerial assault!Defense Grid: Resurgence Map Pack 4Kill Zone and OverflowThe final installment of the Resurgence series includes two more environments sure to challenge your tactical planning.  In Kill Zone will you construct your defenses near the spiral road in the spiral road out or the open platform in the middle?  Perhaps all three!  But youll need to be on your toes to deter the invaders. Overflow has numerous connected platforms that will provide countless options to turn back the enemies.  Will you be able to keep the cores safe?,English French Italian German Spanish,Dec 8 2008,http://cdn.akamai.steamstatic.com/steam/apps/18500/page_bg_generated_v6b.jpg?t=1447351522,http://cdn.akamai.steamstatic.com/steam/apps/18500/header.jpg?t=1447351522,,http://www.hiddenpath.com/forum/forum/hidden-path-forums/defense-grid-technical-support,9.99,9.99,0,2729,1,0,0
520,Mayhem Intergalactic,Wage war on your friends and enemies in this simple and engaging strategy game. Easy to learn and quick to play Mayhem Intergalactic is  surprisingly strategic. Play against the computer or duke it out with friends over the internet. The universe shall be yours!                    Key features:                                        This uniquely streamlined take on the classic 4X (eXplore eXpand eXploit eXterminate) genre provides your strategy fix in minutes not hours.                    A stirring dynamic soundtrack spurs you on to glorious victory!                    Randomly-generated and hand-crafted maps offer interesting and varied tactical situations.                    Create your own galaxies then conquer them �?or share them with friends.                    Simple rules emergent strategy. Blitzkrieg or defense-in-depth? Power on through the front lines or sneak around the back? Attack with full strength and leave yourself open to counterattack or split your fleet and risk total annihilation? Dozens more tactics await discovery.                    An alien wearing a monocle!,English,Jan 22 2009,http://cdn.akamai.steamstatic.com/steam/apps/18600/page_bg_generated_v6b.jpg?t=1447351642,http://cdn.akamai.steamstatic.com/steam/apps/18600/header.jpg?t=1447351642,, ,9.99,9.99,0,0,1,0,0
521,And Yet It Moves,And Yet It Moves is a puzzle-platformer set in a unique world made of ripped paper. Within the paper-collage you can jump run and last but certainly not least: rotate the world. Learn how to apply the physical consequences of rotation to master the many tricky situations you may encounter.                        You can play a race against the clock on different levels too competing against previous clocked times. Your run will be recorded as a Ghost which can be submitted along with your time to the global high scores online. You can download other users Ghosts to compete with friends and strangers around the world and see who found the fastest route.                        Following the acclaim of the previously awarded prototype for And Yet It Moves we present the full version containing three exciting and beautiful environments and lots of new challenges.                                                                                          Advanced platforming: Not only can you jump and run but you can rotate the world in 90 degree intervals as well.                                             17 levels with a unique look & feel: Mind-bending puzzles set in an extraordinary paper collage world with three different environments enriched and brought to life with handmade sounds and music.                                             Speed Run mode: You can compete against the clock or previously recorded Ghost Runs on each level with marathon runs throughout the entire environment.                                            Online high scores and shareable Ghost Runs:Go for the high score by challenging your friends or complete strangers and polish your skills of rotation.,English French German Italian Japanese Spanish,Apr 2 2009,http://cdn.akamai.steamstatic.com/steam/apps/18700/page_bg_generated_v6b.jpg?t=1447351725,http://cdn.akamai.steamstatic.com/steam/apps/18700/header.jpg?t=1447351725,, ,9.99,9.99,0,938,1,1,1
522,Zero Gear,Zero Gear is physically-fueled online multiplayer kart combat madness.Deck out your kart and character before jumping into one of many different game modes. Outrageous kinematic gameplay and weapons make every round a blast. The potential for tiny vehicular mayhem has never been so humongous! Boost flip spin and slide your way to victory!Up to 8 players.   Customizable karts and characters. Multiple game modes to compete in including Race Tag Goal and Target modes. Over 15 maps to compete in. Non-stop physics driven action. Ridiculous weapons and power-ups including tornadoes repulsor shields and love-seeking L.U.V. bots.,English,Jan 12 2010,http://cdn.akamai.steamstatic.com/steam/apps/18820/page_bg_generated_v6b.jpg?t=1447352797,http://cdn.akamai.steamstatic.com/steam/apps/18820/header.jpg?t=1447352797,, ,4.99,4.99,0,716,1,0,0
523,Silent Hill: Homecoming,In Silent Hill Homecoming Alex Shepherd has returned to his hometown of Shepherds Glen to investigate the sudden disappearance of his brother. From Shepherds Glen to the foggy streets of Silent Hill Alex will face the darkest of horrors while struggling with his own grip on reality. Alex must unravel the mystery behind his nightmares discover the truth behind his brothers disappearance and confront the evil that has taken hold of his soul.                    Enter the next chapter of Silent Hill as you delve deeper in the tormented history of the town and learn of the evil that surrounds Toluca Lake                        From the murky fog to the ominous shadows all-new next-gen graphics bring Silent Hill to life like never before                        Solve treacherous and deadly puzzles to discover the mysterious secrets behind the evil that has cursed the town of Silent Hill                        Silent Hill Homecoming features an all-new soundtrack by acclaimed series composer Akira Yamaoka,English,Nov 6 2008,http://cdn.akamai.steamstatic.com/steam/apps/19000/page_bg_generated_v6b.jpg?t=1468523221,http://cdn.akamai.steamstatic.com/steam/apps/19000/header.jpg?t=1468523221,,https://us.konami.com/support/,39.99,39.99,0,409,1,0,0
524,Puzzle Chronicles,Enter the dark and savage lands of the Ashurin Empire as you battle to avenge the atrocities the Empire brought upon your tribesmen.  On your heroic quest to topple the Empire you will fight fierce beasts and battle hardened warriors in this new Puzzle RPG hybrid game.  Featuring an active puzzle combat mechanic deep story and robust character development Puzzle Chronicles will bring you into the next era of Puzzle RPGs.Puzzle Combat RPG - An active puzzle combat mechanic blends the fun and skill of puzzle games with the strategy and adventure of RPGs for a truly epic gaming experienceDungeon Exploring - Seek out hidden treasures and equipment that only true Heroes should have by battling your way through dungeons throughout the Ashurin Empire Versus Mode Battles - Challenge your friends locally or online to a puzzle battle to see who will reign supreme as the ultimate champion of the Ashurin Empire5 Mini-Games - Test your puzzle skills in 5 mini-games that will unlock items and provide even more enhanced abilitiesPersistent Hero - No matter what mode you are playing in Single Player Versus Quick Battle or Mini-Games your Hero will acquire skills and experience unleashing new ways to experience the game Loot and Battle Skills - Customize your heros puzzle combat style by using mighty weapons enchanted armor special battle skills and more,English French German Italian Spanish,Apr 21 2010,http://cdn.akamai.steamstatic.com/steam/apps/19020/page_bg_generated_v6b.jpg?t=1468523350,http://cdn.akamai.steamstatic.com/steam/apps/19020/header.jpg?t=1468523350,,https://us.konami.com/support/,9.99,9.99,0,0,1,0,0
525,Rocket Knight,Sparkster makes his triumphant arrival on next-gen platforms with Rocket Knight the newest chapter in the classic side-scrolling rocket action series. Our favorite opossum hero returns home after 15 years to find the kingdom of Zephyrus in shambles. Use your wits and Sparksters trusty rocket pack to dodge and defeat a menacing wolf army threatening the lives of his people.Gorgeous next-gen graphics and dazzling new environments. Youve never seen Sparkster like this before!All new levels and challenges. Four expansive new worlds with huge platform levels and thrilling rocket flying levels!Classic rocket action gameplay. Launch and bounce Sparkster through obstacles and enemies that get in his way!Ricochet off wallsCreate a Burst Vortex to repel enemy bombs right back at them!Use Burst Assist and hover in place to maneuver in mid-airShoot Burst Projectiles from Sparksters sword to attack distant foesRocket Drill through weak walls and create new passagewaysHang from and slide down rails with your prehensile tailWhos the best? Show off your high scores with Leaderboards,English,May 11 2010,http://cdn.akamai.steamstatic.com/steam/apps/19030/page_bg_generated_v6b.jpg?t=1468523309,http://cdn.akamai.steamstatic.com/steam/apps/19030/header.jpg?t=1468523309,,https://us.konami.com/support/,14.99,14.99,0,0,1,0,0
526,Biozone,Play as Major Strike in this side scrolling action-packed do or die operation to save your fellow soldiers against an uncontrollable bio-terrorist Dr. Membranus!  Investigate the strange activities of a massive infection that has transformed your comrades into evil mutations.Take on limitless enemies in this classic arcade-style game based deep within the jungles of Latin America.  It is your mission to use your cutting edge weaponry to take down Dr. Membranus find the cure and take down the hordes of bio mutants in an effort to save the world!Key Features:Battle in Non-stop Action - Play through 15 different missions as you take on relentless enemiesChoose from a Variety of Weapons - Select your weapon of choice collect upgrades grenades and power-ups in every levelFace off with Enemy Bio-mutants - Kill evil mutations including former soldiers with tentacle arms and bird-like legs acid-spitting orangutans and monstrous insect-like birdsMake Your Way Through Enemy Camps - Shoot your way through each level or blow up enemies to pieces with your grenades,English,May 7 2010,http://cdn.akamai.steamstatic.com/steam/apps/19080/page_bg_generated_v6b.jpg?t=1468460713,http://cdn.akamai.steamstatic.com/steam/apps/19080/header.jpg?t=1468460713,,https://us.konami.com/support/,9.99,9.99,0,0,1,0,0
527,Tank Universal,Tank Universal creates a huge virtual Tron-like world where you take part in immense 3D tank battles involving scores of units both friendly and not so friendly in wide open levels!                                                                          Players can bombard the enemy from a distance or close the gap and dodge shells point blank - all in an immersive first person perspective.                                                 Features:                        20 levels of highly addictive and intense tank battles                         Some missions require you to leave the safety of your tank and explore the world on foot                        Ability to upgrade weapons and tank equipment                         Fight alongside allies against highly intelligent and numerous enemies                         Spectacular looking virtual world and eye-popping particle effects                         Take the battle in any direction with wide open levels allowing freedom of play                         Intriguing storyline switching between the real world and the digital virtual world                         Enhanced resolutions including widescreen support up to 1680x1050                        Unlock over 25 achievements including Roadkill Sheep Master and the all important; Saviour of the Resistance,English Russian,Aug 21 2008,http://cdn.akamai.steamstatic.com/steam/apps/19200/page_bg_generated_v6b.jpg?t=1447351414,http://cdn.akamai.steamstatic.com/steam/apps/19200/header.jpg?t=1447351414,, ,4.99,4.99,0,377,1,0,0
528,Space Ark,Space Ark is a fun arcade/puzzle game with a hint of retro arcade flavour; inspired by classic arcade games of the late 80s such as Rainbow Island Bubble Bobble and Arkanoid.With your crack team of animal Arkonauts you have escaped your once peaceful solar system which has been shattered by a wandering black hole and are now looking for new places to live. With a trail of damaged planets left in the black holes wake the space travelling animals board the Space Ark and fly across the galaxy on a mission to repair the damaged worlds. At each planet your Arkonauts must bounce in the air and bag DNA combos power-ups and all the fruit they can catch so ultimately inhabitants can return!A colourful original arcade action game with the golden age of one more go gaming running through its DNA Space Ark is that classic title which is easy to play yet difficult to master for both casual and hardcore gamers alike.The Arkonauts need your help so - lets Bounce!,English,Mar 16 2012,http://cdn.akamai.steamstatic.com/steam/apps/19320/page_bg_generated_v6b.jpg?t=1447355475,http://cdn.akamai.steamstatic.com/steam/apps/19320/header.jpg?t=1447355475,, ,4.99,4.99,0,0,1,0,0
529,Eternity's Child,Eternitys Child a quirky hand drawn next generation 2D platformer is based on a fairy tale by Luc Bernard. It arrives on Steam with exclusive Steam Only levels and HD Resolution.                                                Features:                                                Beautiful 2D graphics with one of the most unique art direction done in a videogame                        Orchestral Soundtrack                        Game to be updated with new levels and chapters for free                        Exclusive levels and HD resolution for the Steam version                        Exclusive BETA level editor for the Steam version                        Exclusive Steam Achievements,English,Jul 31 2008,http://cdn.akamai.steamstatic.com/steam/apps/19500/page_bg_generated_v6b.jpg?t=1447351403,http://cdn.akamai.steamstatic.com/steam/apps/19500/header.jpg?t=1447351403,, ,4.99,4.99,0,0,1,0,0
530,Alice: Madness Returns,Eleven years ago a horrific fire took Alices family from her and left her mind horrifically scarred. Afterwards she was confined to Rutledge Asylum where she struggled to confront her demons by slipping further into her fantasy world of Wonderland. Now after ten years she has finally secured her release--yet she still bears the heavy psychological burden of that tragic event.With her mind in tatters she is unable to resolve the fear prompted by her strange memories dreams and visions. Perhaps shell do better in Wonderland. She always has. She travels there seeking what the real world cant provide: security knowledge and the truth about the past. But in her absence Wonderland too has suffered. Something has gone horribly wrong and now a great evil is descending upon what once was her beautiful refuge. Can Alice save Wonderland--and herself--from the madness that consumes them both?Key Features:Intense 3rd person action:Use multiple upgradeable melee weapons including the explosive Teapot Cannon the punishing Hobby Horse and the classic Vorpal Blade.Explore a dark and shattered Wonderland:Encounter familiar but now strange characters including the Cheshire Cat the Mad Hatter the Caterpillar and the Red Queen.Magical abilities:Obtain peculiar abilities in Wonderland such as floating with Alices dress shrinking or growing to towering sizes in order to crush enemies.Interactive puzzles:Intuitive and rewarding puzzles such as transforming obstacles musical memories chess and picture blocks.,English French German Italian Japanese Spanish, ,http://cdn.akamai.steamstatic.com/steam/apps/19680/page_bg_generated_v6b.jpg?t=1447354306,http://cdn.akamai.steamstatic.com/steam/apps/19680/header.jpg?t=1447354306,,https://help.ea.com/,0,0,0,7107,1,0,0
531,Brothers in Arms: Earned in Blood,With its unprecedented combination of authenticity compelling story and squad-based action the Brothers in Arms franchise has established itself as a benchmark for military action games receiving the highest average review scores of any console WWII game to date (www.gamerankings.com).                    Brothers in Arms Earned in Blood adds new features and game modes and builds upon the elements that made Brothers in Arms Road to Hill 30 a runaway success.                    Featuring a new single player narrative new multiplayer missions an all-new cooperative style game mode and new weapons and vehicles.                    Next volume of Brothers In Arms - The award-winning WWII shooter returns with more of the action story and authenticity that has critics and fans raving.                    New single-player narrative takes you beyond Hill 30 - Play as Sergeant Joe Hartsock and lead your squad beyond Carentan. It will be up to you and your squad to defeat the last enemy bastions and bring freedom to Normandy.                     New cooperative Multiplayer mode - Take on the enemy with a friend by your side. Work together and utilize each others squads or face certain death.                     Unrivaled authenticity  Fight actual Airborne Infantry battles of D-Day accurately recreated under the direction of author historian and Airborne Ranger Col. John Antal using thousands of official photos maps After-Action Reports and eyewitness accounts.                    New multiplayer missions - Taking online tactics to new heights Brothers In Arms Earned In Blood offers more unique multiplayer missions.                    Skirmish mode - Brothers In Arms Earned In Blood features an all-new Skirmish mode that allows players to take a tour of duty through a series of authentic and increasingly difficult custom combat missions.                     New weapons and vehicles - Arm yourself with new weapons like the M3 grease gun and command new vehicles like the M10 Wolverine Tank Destroyer.                     More challenging and dynamic combat - Featuring close-quarter urban environments and a new next-generation artificial intelligence system Brothers In Arms Earned In Blood promises to take authentic military action to the next level.,English French Italian German Spanish,Oct 10 2008,http://cdn.akamai.steamstatic.com/steam/apps/19800/page_bg_generated_v6b.jpg?t=1447351485,http://cdn.akamai.steamstatic.com/steam/apps/19800/header.jpg?t=1447351485,, ,9.99,9.99,0,154,1,0,0
532,The Sum of All Fears,Lead a team of domestic counter-terrorism experts through 11 dangerous missions that span the globe. Formed from the elite of the F.B.I.s HRT you have been tapped to perform covert ops in the most dangerous circumstances imaginable. As the commander of this team youll lead your unit into the heat of battle performing missions ranging from eliminating terrorists to planting bugs and destroying illegal weapon caches to rescuing hostages. Youll give them orders in the field and take the point in leading them into combat.                                        11 action-packed missions in realistic settings from around the world.                    An intense storyline that parallels the novel and film of the same name.                     From the makers of the award-winning Tom Clancys games Ghost Recon�?and the Rainbow Six® series.                     Multiple difficulty settings plus a comprehensive training level.                     An easy-to-use interface that lets players dive right into the action.                     Use the latest in antiterrorist weaponry including 15 unique gun types flashbangs and frag grenades.                     Competitive and cooperative multiplayer support including classic and all-new game types for solo and team play.,English,Oct 10 2008,http://cdn.akamai.steamstatic.com/steam/apps/19810/page_bg_generated_v6b.jpg?t=1447351478,http://cdn.akamai.steamstatic.com/steam/apps/19810/header.jpg?t=1447351478,, ,9.99,9.99,0,0,1,0,0
533,Tom Clancy's Rainbow Six 3: Gold Edition,Raven Shield:Command an elite multinational squad of special operatives against hidden terrorist forces. In Tom Clancys Rainbow Six 3: Raven Shield the third installment to the wildly popular Rainbow Six series Team Rainbow faces the hidden global forces of a new and secretive foe. Command Rainbow in a race against time - in locations including England Norway the Caribbean islands and Rio de Janeiro during Carnaval - to stop a madman and his doomsday plot.                        Athena Sword:Command the worlds most elite force of multinational counter-terrorist operatives in their latest mission. Track the desperate remnants of the international terror network from Tom Clancys Rainbow Six(r) 3: Raven Shield(tm) into the exotic regions of the Mediterranean and prevent their mad agenda of international anarchy and devastation.                        Rainbow Six 3 Gold Download Features                        Pick your team members assembled from the best counter-terrorism and military units from around the world. Then outfit them with the right armor weapons and high-technology equipment for the mission at hand.                            After equipping your team plot out the assault of the target area on the map interface. Lay out a plan for each squad to maximize surprise stealth and safety.                            After all the planning - execute! In first-person mode lead one squad or control all three through different radio commands and signals. Enter and clear a room of terrorists rescue hostages defuse bombs and recover vital intelligence to help you in later missions.                            All-new eight-mission campaign in locations from Italy and Croatia to Greece.                            Five new multiplayer levels (Chemical Factory Ferry Boat University Italian Alleys and Jungle).                            Three new multiplayer game modes (Adversarial Terrorist Hunt Adversarial Scattered Hunt and Capture the Enemy).                            Seven additional real-world weapons (for a total of 64) with sound effects from the team that worked on the blockbuster movie The Matrix.                            Three bonus classic missions from the original Tom Clancys Rainbow Six(r) and Tom Clancys Rogue Spear(r) updated with the latest graphics and technology.                        Please note that as of August 2016 the online features for this game are no longer supported.  The Multiplayer mode / Co-op mode will no longer be accessible.,English,Sep 25 2008,http://cdn.akamai.steamstatic.com/steam/apps/19830/page_bg_generated_v6b.jpg?t=1472142064,http://cdn.akamai.steamstatic.com/steam/apps/19830/header.jpg?t=1472142064,, ,9.99,9.99,0,556,1,0,0
534,Far Cry 2,You are a gun for hire trapped in a war-torn African state stricken with malaria and forced to make deals with corrupt warlords on both sides of the conflict in order to make this country your home.You must identify and exploit your enemies weaknesses neutralizing their superior numbers and firepower with surprise subversion cunning and of course brute force.Fire  Feel the heat of the most realistic fire ever seen in a video game! Use wind and propagation to surround and trap your enemies. Grab your Molotov cocktails or flamethrowers to take out your enemies.Destructible environment  No more obstacles: Everything is breakable and alterable even in Multiplayer mode. The DUNIA engines RealTree technology also delivers the most realistic nature deterioration system ever.Open world  Experience real freedom while roaming in more than 50km2 without any loading. Choose your own path in this vast environment and explore a living African world.A huge adventure  Fight for two rival factions and make your way up to your primary target by any means necessary. Take on over 70 side missions to earn valuable information new weapons and vehicles.Non-scripted artificial intelligence  Medics will drag wounded soldiers to safety. Grunts will come to fear you. Your reputation and in-game actions will make enemies drop their guns and run for their lives. Feel the tension of never knowing just how an enemy will react.MULTIPLAYER  Challenge your friends but watch your backyou never know who your true friends are and who might betray you! All the single player technical features are also present in multiplayer mode.Far Cry 2: Fortunes Edition contains the full Far Cry 2 game including all previously released patches and the Far Cry 2 Fortunes DLC with additional content listed below. Single player additional content:Three brand-new weapons: Silenced shotgun Sawed-off shotgun CrossbowTwo new vehicles: Unimog QuadMultiplayer additional content:Additional weapons and four new exciting maps: Cheap Labor Last Resort Lake Smear Fort Fury,English French Italian German Spanish,Oct 22 2008,http://cdn.akamai.steamstatic.com/steam/apps/19900/page_bg_generated_v6b.jpg?t=1447351360,http://cdn.akamai.steamstatic.com/steam/apps/19900/header.jpg?t=1447351360,,https://support.ubi.com/en-US/,9.99,9.99,0,4267,1,0,0
535,The Settlers: Rise of an Empire Gold Edition  ,In Settlers: Rise of an Empire Gold Edition the player creates their own empire of bustling cities in a captivating medieval world.  However threats are always looming so you must be prepared to defend your mighty kingdom.                    Powered by RenderWare everything is visible highly detailed and real. Each character has his own life which can always be observed by the player. The game offers you a deep but always comprehensible economy system with various recourses and goods which are produced and gathered by the different professions. The ultimate goal of the game is to expand your empire to become a legendary King.                    Bring out the best in every Settler build up a prosperous economy fulfill every need of your citizens and protect your people from any danger!                    Includes the Eastern Realm Expansion pack!                    Create big bustling medieval cities: Plot your expansion manage your resources wisely and provide for your people.  Settlers: Rise of an Empire offers an easy to pick-up gameplay that allows everybody from newbies to strategy experts to enjoy the game.                        Protect your citizens and your empire: Build up armies vehicles and walls to protect your empire. Everything depends on your economy: Is your empire wealthy enough to supply a powerful defense force?                        Exciting multiplayer experience: Work together with one friend and play against another team: Will your division of labor be efficient enough to beat your opponent?                        A full living detailed atmosphere: The RenderWare engine creates an extremely detailed universe with numerous plants animals and other details which will attract the player.                        Four climatic zones: The four climatic zones and the four seasons have full impact on recourse management and gameplay.                        Natural interaction of Settlers: All Settlers have their own daily life and they interact naturally with each other.                        The Settlers series has already sold over 6 Million units worldwide!                                        Eastern Realm Expansion Pack Features                    Exciting new landscapes: New 8 map campaign based on the Indian environment offers a beautiful and detailed world.                        Enhanced challenges: New Monsoon Rain season allows players to test their skill as they survive in harsh weather conditions.                        Immersive gameplay: Automated monthly transactions and new well system now allow the player to have more control than ever over his empire.                        New Characters: Geologists assist the player in order to create a thriving empire.,English French Spanish,Oct 10 2008,http://cdn.akamai.steamstatic.com/steam/apps/19930/page_bg_generated_v6b.jpg?t=1447351486,http://cdn.akamai.steamstatic.com/steam/apps/19930/header.jpg?t=1447351486,, ,19.99,19.99,0,132,1,0,0
